SLAMBench Report run started:	2020-02-23 09:07:44

Properties:
=================

frame-limit: 0
log-file: ./experiments/config-experiments/ICL2-KF-INT-00500.log
input: datasets/ICL_NUIM/living_room_traj2_loop.slam
load-slam-library: ./build/lib/libkfusion-cpp-library.dylib
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
load-filter-library: ./build/lib/libint-skip-flow-filter.dylib
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4
skip-threshold: 0.005

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	X	Y	Z
380	15.1600000000	0.0075074434	0.0056702208	0.0076627689	0.0075216592	0.4006800000	0.0777130000	0.0510370000	0.0000000000	0.2695000000	0.0020920000	0	0	3.9402046204	4.2551727295	6.5701074600
381	15.2000000000	0.0075301253	0.0056751025	0.0076627689	0.0075119056	0.7693460000	0.0773190000	0.1035180000	0.0369030000	0.2729290000	0.2784120000	0	0	3.9425880909	4.2561450005	6.5751838684
382	15.2400000000	0.0075547704	0.0056800231	0.0076627689	0.0075032448	0.4048860000	0.0776810000	0.0494300000	0.0000010000	0.2753380000	0.0021510000	0	0	3.9448330402	4.2565097809	6.5799937248
383	15.2800000000	0.0076007764	0.0056850381	0.0076627689	0.0074940422	0.4458710000	0.0778220000	0.0508840000	0.0371840000	0.2773940000	0.0023250000	0	0	3.9475266933	4.2574987411	6.5845751762
384	15.3200000000	0.0076105674	0.0056900525	0.0076627689	0.0074843454	0.4148820000	0.0781720000	0.0532240000	0.0000000000	0.2811010000	0.0021250000	0	0	3.9503438473	4.2581462860	6.5884013176
385	15.3600000000	0.0076878355	0.0056952415	0.0076878355	0.0074756033	0.7507080000	0.0787880000	0.0520040000	0.0374690000	0.2852470000	0.2968520000	0	0	3.9529061317	4.2577929497	6.5909423828
386	15.4000000000	0.0076856571	0.0057003980	0.0076878355	0.0074732105	0.4329540000	0.0803250000	0.0523790000	0.0000010000	0.2976550000	0.0023190000	0	0	3.9559402466	4.2583465576	6.5931320190
387	15.4400000000	0.0077194255	0.0057056152	0.0077194255	0.0074750961	0.4735820000	0.0789640000	0.0603260000	0.0377920000	0.2939780000	0.0022550000	0	0	3.9596500397	4.2604770660	6.5953454971
388	15.4800000000	0.0077018975	0.0057107602	0.0077194255	0.0074661161	0.4339020000	0.0788150000	0.0521370000	0.0000000000	0.3005230000	0.0021490000	0	0	3.9626536369	4.2616333961	6.5963912010
389	15.5200000000	0.0077023325	0.0057158799	0.0077194255	0.0074573130	0.8526190000	0.1019860000	0.0592130000	0.0443840000	0.3167290000	0.3300290000	0	0	3.9652695656	4.2617406845	6.5973954201
390	15.5600000000	0.0076882304	0.0057209373	0.0077194255	0.0074478471	0.4642160000	0.0821430000	0.0526770000	0.0000000000	0.3265860000	0.0025300000	0	0	3.9691381454	4.2647838593	6.5986447334
391	15.6000000000	0.0076335049	0.0057258287	0.0077194255	0.0074552479	0.5036640000	0.0803180000	0.0527260000	0.0425420000	0.3253080000	0.0024820000	0	0	3.9722745419	4.2649917603	6.5999870300
392	15.6400000000	0.0076483279	0.0057307331	0.0077194255	0.0074466794	0.4755000000	0.0807600000	0.0531800000	0.0000000000	0.3386070000	0.0025980000	0	0	3.9751212597	4.2647948265	6.6003880501
393	15.6800000000	0.0075890552	0.0057354616	0.0077194255	0.0074374486	0.8659920000	0.0902300000	0.0561080000	0.0428960000	0.3361470000	0.3402390000	0	0	3.9771900177	4.2632145882	6.6010417938
394	15.7200000000	0.0076347082	0.0057402820	0.0077194255	0.0074293530	0.4768960000	0.0808110000	0.0529630000	0.0000010000	0.3404530000	0.0023790000	0	0	3.9792432785	4.2614583969	6.6020536423
395	15.7600000000	0.0076740584	0.0057451777	0.0077194255	0.0074314309	0.5608230000	0.0798450000	0.0550450000	0.0411630000	0.3820660000	0.0024300000	0	0	3.9825804234	4.2619152069	6.6026530266
396	15.8000000000	0.0076937070	0.0057500982	0.0077194255	0.0074259919	0.4897390000	0.0790810000	0.0535770000	0.0000000000	0.3542850000	0.0025120000	0	0	3.9863536358	4.2621889114	6.6028771400
397	15.8400000000	0.0076584839	0.0057549052	0.0077194255	0.0074289530	0.9103170000	0.0783710000	0.0530320000	0.0412400000	0.3659680000	0.3714250000	0	0	3.9892146587	4.2613630295	6.6028413773
398	15.8800000000	0.0076428894	0.0057596489	0.0077194255	0.0074238401	0.5082020000	0.0774260000	0.0539920000	0.0000000000	0.3741930000	0.0023090000	0	0	3.9921364784	4.2595458031	6.6021585464
399	15.9200000000	0.0076055545	0.0057642752	0.0077194255	0.0074159827	0.5417150000	0.0774850000	0.0441820000	0.0418180000	0.3755950000	0.0023440000	0	0	3.9966549873	4.2611703873	6.6007132530
400	15.9600000000	0.0075764745	0.0057688057	0.0077194255	0.0074089554	0.5140810000	0.0769680000	0.0538950000	0.0000000000	0.3805940000	0.0023300000	0	0	4.0009775162	4.2621760368	6.6008901596
401	16.0000000000	0.0075333454	0.0057732061	0.0077194255	0.0074035470	0.9534370000	0.0767410000	0.0537070000	0.0431830000	0.3852520000	0.3942680000	0	0	4.0053119659	4.2625432014	6.6012797356
402	16.0400000000	0.0075439289	0.0057776109	0.0077194255	0.0073951427	0.5136610000	0.0763830000	0.0436810000	0.0000010000	0.3910940000	0.0022180000	0	0	4.0108447075	4.2631597519	6.6009812355
403	16.0800000000	0.0075731566	0.0057820663	0.0077194255	0.0073896631	0.5708870000	0.0766700000	0.0526190000	0.0438570000	0.3951940000	0.0022450000	0	0	4.0154662132	4.2626538277	6.6022620201
404	16.1200000000	0.0076727555	0.0057867462	0.0077194255	0.0073811717	0.5304550000	0.0762060000	0.0520470000	0.0000000000	0.3996860000	0.0022300000	0	0	4.0204443932	4.2631616592	6.6009855270
405	16.1600000000	0.0078435419	0.0057918247	0.0078435419	0.0073725552	0.9867390000	0.0766710000	0.0429990000	0.0448220000	0.4029910000	0.4189750000	0	0	4.0258893967	4.2636623383	6.6018996239
406	16.2000000000	0.0080567291	0.0057974033	0.0080567291	0.0073639343	0.5279970000	0.0766840000	0.0423650000	0.0000000000	0.4064560000	0.0022130000	0	0	4.0318436623	4.2653570175	6.6040358543
407	16.2400000000	0.0081006531	0.0058030624	0.0081006531	0.0073561938	0.5741920000	0.0763330000	0.0399810000	0.0458140000	0.4095350000	0.0022410000	0	0	4.0370230675	4.2662658691	6.6059393883
408	16.2800000000	0.0081569226	0.0058088317	0.0081569226	0.0073589692	0.5449720000	0.0769880000	0.0514450000	0.0000000000	0.4141160000	0.0021380000	0	0	4.0423245430	4.2668743134	6.6086673737
409	16.3200000000	0.0081139896	0.0058144678	0.0081569226	0.0073620705	1.0392170000	0.0766450000	0.0519960000	0.0467730000	0.4183120000	0.4452060000	0	0	4.0489864349	4.2704229355	6.6114912033
410	16.3600000000	0.0082096523	0.0058203097	0.0082096523	0.0073533224	0.5482460000	0.0763120000	0.0489780000	0.0000010000	0.4205280000	0.0021450000	0	0	4.0551881790	4.2735543251	6.6157226562
411	16.3999999990	0.0082468465	0.0058262137	0.0082468465	0.0073473497	0.5992080000	0.0763540000	0.0483960000	0.0486030000	0.4234240000	0.0021420000	0	0	4.0587201118	4.2723546028	6.6174755096
412	16.4400000000	0.0082164165	0.0058320151	0.0082468465	0.0073632729	0.5584290000	0.0761360000	0.0485470000	0.0000010000	0.4313260000	0.0021360000	0	0	4.0639348030	4.2722005844	6.6239361763
413	16.4800000000	0.0082758823	0.0058379325	0.0082758823	0.0073776328	1.0798340000	0.0770080000	0.0483590000	0.0502340000	0.4325480000	0.4713950000	0	0	4.0702853203	4.2736711502	6.6310191154
414	16.5200000000	0.0083110565	0.0058439062	0.0083110565	0.0073738870	0.5648830000	0.0762580000	0.0487680000	0.0000010000	0.4375320000	0.0020330000	0	0	4.0751180649	4.2716112137	6.6345601082
415	16.5599999990	0.0084124431	0.0058500954	0.0084124431	0.0073886452	0.6223950000	0.0764490000	0.0490310000	0.0517440000	0.4427230000	0.0021510000	0	0	4.0783305168	4.2659163475	6.6401190758
416	16.6000000000	0.0084734894	0.0058564017	0.0084734894	0.0074715563	0.5752650000	0.0765000000	0.0478600000	0.0000000000	0.4484620000	0.0021550000	0	0	4.0846705437	4.2659611702	6.6458311081
417	16.6400000000	0.0085199438	0.0058627891	0.0085199438	0.0075049738	1.1196190000	0.0760630000	0.0475790000	0.0522140000	0.4502470000	0.4932260000	0	0	4.0909886360	4.2676324844	6.6474504471
418	16.6800000000	0.0085936869	0.0058693223	0.0085936869	0.0075096591	0.5815450000	0.0764610000	0.0479690000	0.0000000000	0.4547410000	0.0020670000	0	0	4.0932092667	4.2645311356	6.6467661858
419	16.7199999990	0.0087128561	0.0058761088	0.0087128561	0.0075417811	0.6426250000	0.0768610000	0.0500880000	0.0529990000	0.4602550000	0.0021430000	0	0	4.1010608673	4.2676153183	6.6524896622
420	16.7600000000	0.0087171048	0.0058828731	0.0087171048	0.0075331593	0.5909100000	0.0769130000	0.0479250000	0.0000010000	0.4636750000	0.0021010000	0	0	4.1084156036	4.2703595161	6.6524300575
421	16.8000000000	0.0088086836	0.0058898227	0.0088086836	0.0075443622	1.1560640000	0.0785840000	0.0492930000	0.0534140000	0.4638420000	0.5106330000	0	0	4.1123614311	4.2659273148	6.6533546448
422	16.8400000000	0.0089181960	0.0058969990	0.0089181960	0.0075418153	0.6007520000	0.0764700000	0.0473100000	0.0000010000	0.4747150000	0.0019600000	0	0	4.1212506294	4.2593774796	6.6553716660
423	16.8799999990	0.0088921823	0.0059040798	0.0089181960	0.0075381538	0.6570860000	0.0784290000	0.0463700000	0.0545660000	0.4753940000	0.0020300000	0	0	4.1283082962	4.2582983971	6.6553301811
424	16.9200000000	0.0087310262	0.0059107471	0.0089181960	0.0075297829	0.6070390000	0.0759350000	0.0495910000	0.0000000000	0.4792280000	0.0019840000	0	0	4.1335697174	4.2552947998	6.6530423164
425	16.9600000000	0.0085994247	0.0059170734	0.0089181960	0.0075293392	1.1991360000	0.0766130000	0.0571810000	0.0552190000	0.4776550000	0.5321810000	0	0	4.1412768364	4.2557783127	6.6503987312
426	17.0000000000	0.0086050453	0.0059233832	0.0089181960	0.0075216757	0.6222140000	0.0771160000	0.0579360000	0.0000000000	0.4848370000	0.0020330000	0	0	4.1501483917	4.2558650970	6.6496934891
427	17.0400000000	0.0086005945	0.0059296530	0.0089181960	0.0075197360	0.6866620000	0.0764000000	0.0702750000	0.0553970000	0.4822190000	0.0020010000	0	0	4.1560244560	4.2520909309	6.6452260017
428	17.0800000000	0.0086204102	0.0059359398	0.0089181960	0.0075115417	0.6289480000	0.0764070000	0.0649580000	0.0000000000	0.4853080000	0.0019440000	0	0	4.1657738686	4.2503361702	6.6419091225
429	17.1200000000	0.0084286584	0.0059417504	0.0089181960	0.0075047341	1.2301600000	0.0764040000	0.0701700000	0.0556850000	0.4844970000	0.5431020000	0	0	4.1761202812	4.2491674423	6.6403446198
430	17.1600000000	0.0087202508	0.0059482120	0.0089181960	0.0075022672	0.6477540000	0.0766260000	0.0802320000	0.0000000000	0.4884320000	0.0021440000	0	0	4.1845679283	4.2454924583	6.6335859299
431	17.2000000000	0.0088937087	0.0059550461	0.0089181960	0.0074936389	0.6858700000	0.0766820000	0.0641990000	0.0559470000	0.4867400000	0.0019620000	0	0	4.1941518784	4.2412075996	6.6301689148
432	17.2400000000	0.0090794573	0.0059622785	0.0090794573	0.0074924159	0.6646120000	0.0762010000	0.0955740000	0.0000010000	0.4906150000	0.0019270000	0	0	4.2063007355	4.2399358749	6.6254606247
433	17.2800000000	0.0088274963	0.0059688957	0.0090794573	0.0074852212	1.2373290000	0.0768200000	0.0482560000	0.0565560000	0.4950440000	0.5603530000	0	0	4.2174706459	4.2383785248	6.6197938919
434	17.3200000000	0.0087692654	0.0059753481	0.0090794573	0.0074766499	0.6624320000	0.0775460000	0.0871090000	0.0000010000	0.4954970000	0.0019800000	0	0	4.2272243500	4.2337832451	6.6112680435
435	17.3600000000	0.0087260501	0.0059816716	0.0090794573	0.0074880502	0.7181720000	0.0767740000	0.0860670000	0.0566020000	0.4965240000	0.0018920000	0	0	4.2401418686	4.2329711914	6.6059007645
436	17.4000000000	0.0086771818	0.0059878540	0.0090794573	0.0074933158	0.6401500000	0.0765420000	0.0632470000	0.0000000000	0.4981860000	0.0018570000	0	0	4.2560286522	4.2366919518	6.5988845825
437	17.4400000000	0.0087483181	0.0059941708	0.0090794573	0.0074908487	1.2704390000	0.0771750000	0.0704150000	0.0569410000	0.4967360000	0.5688390000	0	0	4.2733974457	4.2422451973	6.5902757645
438	17.4800000000	0.0087195002	0.0060003930	0.0090794573	0.0075952795	0.6531210000	0.0765460000	0.0775370000	0.0000010000	0.4968330000	0.0019020000	0	0	4.2867550850	4.2435059547	6.5822343826
439	17.5200000000	0.0085875550	0.0060062863	0.0090794573	0.0077365703	0.7169050000	0.0759880000	0.0859570000	0.0566480000	0.4959110000	0.0020830000	0	0	4.2942094803	4.2380313873	6.5713586807
440	17.5600000000	0.0085441396	0.0060120542	0.0090794573	0.0077660300	0.6552690000	0.0771300000	0.0787580000	0.0000010000	0.4971460000	0.0019320000	0	0	4.3001880646	4.2294182777	6.5629100800
441	17.6000000000	0.0086300829	0.0060179907	0.0090794573	0.0077624591	1.3010530000	0.0761840000	0.0944060000	0.0568600000	0.4984460000	0.5748490000	0	0	4.3080935478	4.2225933075	6.5553550720
442	17.6400000000	0.0084841857	0.0060235704	0.0090794573	0.0078220037	0.6591780000	0.0761180000	0.0782980000	0.0000000000	0.5025670000	0.0018950000	0	0	4.3215126991	4.2234792709	6.5462846756
443	17.6800000000	0.0083245113	0.0060287644	0.0090794573	0.0078446430	0.7059380000	0.0767640000	0.0623980000	0.0573390000	0.5071510000	0.0019750000	0	0	4.3469600677	4.2275595665	6.5288181305
444	17.7200000000	0.0079191504	0.0060330220	0.0090794573	0.0078397491	0.6643740000	0.0760220000	0.0785180000	0.0000000000	0.5076130000	0.0018980000	0	0	4.3558859825	4.2268161774	6.5169582367
445	17.7600000000	0.0079150973	0.0060372514	0.0090794573	0.0078359034	1.2871330000	0.0763790000	0.0555080000	0.0578080000	0.5079920000	0.5891310000	0	0	4.3660283089	4.2239904404	6.5088376999
446	17.8000000000	0.0079864971	0.0060416219	0.0090794573	0.0078271108	0.6802170000	0.0760380000	0.0930770000	0.0000000000	0.5089270000	0.0018700000	0	0	4.3761382103	4.2241835594	6.4997177124
447	17.8400000000	0.0077397008	0.0060454207	0.0090794573	0.0078227316	0.7374140000	0.0758570000	0.0906470000	0.0579040000	0.5107580000	0.0019170000	0	0	4.3836412430	4.2211718559	6.4918913841
448	17.8800000000	0.0078974627	0.0060495547	0.0090794573	0.0078140528	0.6368600000	0.0760260000	0.0470750000	0.0000010000	0.5115660000	0.0018950000	0	0	4.3914618492	4.2192234993	6.4844307899
449	17.9200000000	0.0079750735	0.0060538432	0.0090794573	0.0078055505	1.3423080000	0.0758960000	0.0916440000	0.0588910000	0.5135610000	0.6019690000	0	0	4.3995928764	4.2173776627	6.4764051437
450	17.9600000000	0.0079406509	0.0060580361	0.0090794573	0.0077980758	0.6884860000	0.0768040000	0.0918550000	0.0000020000	0.5176460000	0.0018310000	0	0	4.4062366486	4.2131805420	6.4706382751
451	18.0000000000	0.0077346256	0.0060617536	0.0090794573	0.0078013489	0.7459100000	0.0756760000	0.0912110000	0.0590510000	0.5177890000	0.0018530000	0	0	4.4154276848	4.2127251625	6.4646825790
452	18.0400000000	0.0078828009	0.0060657825	0.0090794573	0.0077953024	0.6812230000	0.0757970000	0.0765760000	0.0000000000	0.5265170000	0.0020110000	0	0	4.4255247116	4.2128348351	6.4581227303
453	18.0800000000	0.0078392345	0.0060696974	0.0090794573	0.0077866833	1.3355590000	0.0757120000	0.0611830000	0.0589240000	0.5218480000	0.6175770000	0	0	4.4329996109	4.2095084190	6.4515137672
454	18.1200000000	0.0077397707	0.0060733760	0.0090794573	0.0077858941	0.6848900000	0.0761910000	0.0833540000	0.0000010000	0.5231640000	0.0018770000	0	0	4.4428815842	4.2087254524	6.4458904266
455	18.1600000000	0.0076980903	0.0060769468	0.0090794573	0.0077785326	0.7519790000	0.0758900000	0.0902330000	0.0592410000	0.5244480000	0.0018480000	0	0	4.4531168938	4.2077507973	6.4406323433
456	18.2000000000	0.0078006014	0.0060807267	0.0090794573	0.0077716008	0.6515020000	0.0761280000	0.0459640000	0.0000010000	0.5272160000	0.0018670000	0	0	4.4618697166	4.2046074867	6.4341092110
457	18.2400000000	0.0077348705	0.0060843463	0.0090794573	0.0077727026	1.3849330000	0.0759910000	0.0901060000	0.0594820000	0.5275230000	0.6315130000	0	0	4.4709291458	4.2017889023	6.4291262627
458	18.2800000000	0.0077194339	0.0060879163	0.0090794573	0.0077872268	0.6976290000	0.0759680000	0.0905540000	0.0000010000	0.5289560000	0.0018000000	0	0	4.4826788902	4.2030334473	6.4261813164
459	18.3200000000	0.0079305116	0.0060919307	0.0090794573	0.0077807257	0.7617680000	0.0759530000	0.0910730000	0.0610630000	0.5313330000	0.0020290000	0	0	4.4961090088	4.2054319382	6.4199385643
460	18.3600000000	0.0076805139	0.0060953841	0.0090794573	0.0077805136	0.6867900000	0.0761040000	0.0752960000	0.0000000000	0.5331060000	0.0019670000	0	0	4.5040473938	4.2014436722	6.4160938263
461	18.4000000000	0.0076131974	0.0060986766	0.0090794573	0.0077730398	1.3762720000	0.0760040000	0.0751100000	0.0600110000	0.5330630000	0.6317230000	0	0	4.5151643753	4.1995692253	6.4131264687
462	18.4400000000	0.0075758272	0.0061018739	0.0090794573	0.0077656630	0.6749770000	0.0760620000	0.0601050000	0.0000010000	0.5366310000	0.0018640000	0	0	4.5263109207	4.2004542351	6.4074034691
463	18.4800000000	0.0075717322	0.0061050485	0.0090794573	0.0077599794	0.7399520000	0.0761040000	0.0684370000	0.0601450000	0.5331560000	0.0017950000	0	0	4.5355663300	4.1984210014	6.4012222290
464	18.5200000000	0.0076191630	0.0061083117	0.0090794573	0.0077537075	0.6813830000	0.0763590000	0.0682360000	0.0000000000	0.5346680000	0.0018030000	0	0	4.5434346199	4.1948881149	6.3982439041
465	18.5600000000	0.0076249582	0.0061115733	0.0090794573	0.0077495634	1.3563290000	0.0758250000	0.0461130000	0.0605630000	0.5352610000	0.6382200000	0	0	4.5513916016	4.1907982826	6.3951725960
466	18.6000000000	0.0074363197	0.0061144161	0.0090794573	0.0077661245	0.6628150000	0.0761260000	0.0464140000	0.0000010000	0.5381330000	0.0018380000	0	0	4.5629749298	4.1917586327	6.3920459747
467	18.6400000000	0.0072968458	0.0061169481	0.0090794573	0.0077612699	0.7312790000	0.0759280000	0.0535150000	0.0611300000	0.5384980000	0.0018950000	0	0	4.5739216805	4.1901268959	6.3893814087
468	18.6800000000	0.0074209697	0.0061197344	0.0090794573	0.0077628823	0.7039650000	0.0761590000	0.0825900000	0.0000000000	0.5431040000	0.0017880000	0	0	4.5840339661	4.1866512299	6.3885869980
469	18.7200000000	0.0073965457	0.0061224568	0.0090794573	0.0077849497	1.4005910000	0.0758350000	0.0654240000	0.0613320000	0.5417790000	0.6558970000	0	0	4.5933518410	4.1851153374	6.3872756958
470	18.7600000000	0.0074344305	0.0061252483	0.0090794573	0.0078035408	0.6823090000	0.0776020000	0.0534800000	0.0000000000	0.5488860000	0.0019610000	0	0	4.6014943123	4.1817936897	6.3867883682
471	18.8000000000	0.0073901615	0.0061279339	0.0090794573	0.0078552702	0.7498400000	0.0776470000	0.0597670000	0.0617090000	0.5484190000	0.0019340000	0	0	4.6127095222	4.1800251007	6.3846755028
472	18.8400000000	0.0073497016	0.0061305224	0.0090794573	0.0078988703	0.6871100000	0.0772750000	0.0528350000	0.0000010000	0.5547140000	0.0019540000	0	0	4.6234765053	4.1803059578	6.3816895485
473	18.8800000000	0.0074417493	0.0061332945	0.0090794573	0.0079077755	1.4657680000	0.0776140000	0.0522060000	0.0622890000	0.5782000000	0.6950970000	0	0	4.6331906319	4.1803703308	6.3776211739
474	18.9200000000	0.0073912833	0.0061359485	0.0090794573	0.0079054141	0.7096080000	0.0798640000	0.0532190000	0.0000010000	0.5740060000	0.0021800000	0	0	4.6385073662	4.1789016724	6.3700675964
475	18.9600000000	0.0074249990	0.0061386623	0.0090794573	0.0079041187	0.7849190000	0.0822450000	0.0457450000	0.0711010000	0.5835050000	0.0019930000	0	0	4.6472606659	4.1769800186	6.3679146767
476	19.0000000000	0.0074654585	0.0061414497	0.0090794573	0.0079100064	0.6949400000	0.0786080000	0.0517700000	0.0000000000	0.5622450000	0.0019850000	0	0	4.6566548347	4.1767725945	6.3651795387
477	19.0400000000	0.0073932819	0.0061440741	0.0090794573	0.0079080892	1.4137100000	0.0794940000	0.0535840000	0.0638070000	0.5612790000	0.6552140000	0	0	4.6649012566	4.1767997742	6.3572659492
478	19.0800000000	0.0074781226	0.0061468650	0.0090794573	0.0079020474	0.6991600000	0.0788400000	0.0547710000	0.0000010000	0.5632250000	0.0019830000	0	0	4.6777329445	4.1761674881	6.3603601456
479	19.1200000000	0.0075304136	0.0061497534	0.0090794573	0.0078949747	0.7555570000	0.0794260000	0.0474510000	0.0634580000	0.5627560000	0.0021380000	0	0	4.6849999428	4.1734204292	6.3590869904
480	19.1600000000	0.0076291249	0.0061528354	0.0090794573	0.0079002053	0.7065320000	0.0820910000	0.0562480000	0.0000010000	0.5657330000	0.0020830000	0	0	4.6954565048	4.1714677811	6.3609542847
481	19.2000000000	0.0079614744	0.0061565956	0.0090794573	0.0079157832	1.4224700000	0.0782870000	0.0643650000	0.0629430000	0.5638310000	0.6527120000	0	0	4.7033929825	4.1737008095	6.3550758362
482	19.2400000000	0.0079193404	0.0061602527	0.0090794573	0.0079081046	0.8172860000	0.1222900000	0.1022940000	0.0000010000	0.5899660000	0.0023920000	0	0	4.7131981850	4.1732683182	6.3562688828
483	19.2800000000	0.0078121317	0.0061636727	0.0090794573	0.0079001346	0.7857120000	0.0808610000	0.0501250000	0.0665800000	0.5855180000	0.0022800000	0	0	4.7218079567	4.1709260941	6.3550424576
484	19.3200000000	0.0080163991	0.0061675007	0.0090794573	0.0078967664	0.7740290000	0.0808410000	0.0995220000	0.0000010000	0.5900270000	0.0031270000	0	0	4.7269763947	4.1708197594	6.3504996300
485	19.3600000000	0.0081939157	0.0061716789	0.0090794573	0.0078938618	1.4516930000	0.0866940000	0.0827940000	0.0644550000	0.5647980000	0.6526230000	0	0	4.7366061211	4.1739668846	6.3460907936
486	19.4000000000	0.0079564191	0.0061753512	0.0090794573	0.0078966833	0.7169830000	0.0787540000	0.0589720000	0.0000010000	0.5764330000	0.0024690000	0	0	4.7453575134	4.1768670082	6.3437094688
487	19.4400000000	0.0080979727	0.0061792991	0.0090794573	0.0079389697	0.7877070000	0.0986250000	0.0623180000	0.0634200000	0.5607370000	0.0022730000	0	0	4.7514405251	4.1737499237	6.3408269882
488	19.4800000000	0.0080445502	0.0061831213	0.0090794573	0.0079383196	0.7004790000	0.0785580000	0.0595570000	0.0000000000	0.5596540000	0.0023650000	0	0	4.7512736320	4.1711149216	6.3332695961
489	19.5200000000	0.0080741765	0.0061869885	0.0090794573	0.0079303414	1.3904060000	0.0782740000	0.0508730000	0.0636150000	0.5565790000	0.6407260000	0	0	4.7562632561	4.1705961227	6.3289480209
490	19.5600000000	0.0080447067	0.0061907797	0.0090794573	0.0079225162	0.6893280000	0.0784160000	0.0504910000	0.0000010000	0.5579990000	0.0020500000	0	0	4.7603158951	4.1698665619	6.3206644058
491	19.6000000000	0.0080176610	0.0061945005	0.0090794573	0.0079146538	0.7748320000	0.0783550000	0.0744890000	0.0644640000	0.5549910000	0.0021870000	0	0	4.7660994530	4.1690726280	6.3163089752
492	19.6400000000	0.0081733400	0.0061985225	0.0090794573	0.0079066809	0.6854950000	0.0778010000	0.0501590000	0.0000000000	0.5549650000	0.0021950000	0	0	4.7664155960	4.1695842743	6.3046441078
493	19.6800000000	0.0081078252	0.0062023953	0.0090794573	0.0079039741	1.3862280000	0.0787690000	0.0587950000	0.0631380000	0.5483330000	0.6368460000	0	0	4.7684507370	4.1687517166	6.2936367989
494	19.7200000000	0.0079694744	0.0062059724	0.0090794573	0.0079053900	0.6966020000	0.0856370000	0.0583160000	0.0000000000	0.5501010000	0.0022120000	0	0	4.7697734833	4.1637020111	6.2863979340
495	19.7600000000	0.0079999305	0.0062095966	0.0090794573	0.0078987711	0.7461570000	0.0774590000	0.0579850000	0.0631090000	0.5450980000	0.0021560000	0	0	4.7696151733	4.1607675552	6.2757997513
496	19.8000000000	0.0080519756	0.0062133111	0.0090794573	0.0078948885	0.6848730000	0.0774750000	0.0588360000	0.0000010000	0.5461160000	0.0021130000	0	0	4.7682676315	4.1609506607	6.2685508728
497	19.8400000000	0.0079952637	0.0062168965	0.0090794573	0.0078873840	1.3494390000	0.0775770000	0.0497540000	0.0627150000	0.5409790000	0.6180780000	0	0	4.7715921402	4.1578450203	6.2622609138
498	19.8800000000	0.0080334097	0.0062205441	0.0090794573	0.0078806687	0.6800670000	0.0775800000	0.0581810000	0.0000010000	0.5418750000	0.0020920000	0	0	4.7698912621	4.1567654610	6.2513041496
499	19.9200000000	0.0081247725	0.0062243602	0.0090794573	0.0078728297	0.7415020000	0.0772690000	0.0582880000	0.0647100000	0.5386930000	0.0022000000	0	0	4.7708559036	4.1555562019	6.2447319031
500	19.9600000000	0.0081273550	0.0062281662	0.0090794573	0.0078651804	0.6764120000	0.0769050000	0.0587160000	0.0000010000	0.5383880000	0.0020570000	0	0	4.7706604004	4.1541810036	6.2344255447
501	20.0000000000	0.0082123838	0.0062321267	0.0090794573	0.0078580445	1.3497400000	0.0770270000	0.0665400000	0.0631110000	0.5334890000	0.6092100000	0	0	4.7715930939	4.1525239944	6.2237882614
502	20.0400000000	0.0081533575	0.0062359538	0.0090794573	0.0078503027	0.6653540000	0.0768960000	0.0483380000	0.0000000000	0.5376770000	0.0021010000	0	0	4.7749133110	4.1501431465	6.2177801132
503	20.0800000000	0.0080582639	0.0062395767	0.0090794573	0.0078436023	0.7943670000	0.0767360000	0.0662270000	0.0793630000	0.5694880000	0.0022050000	0	0	4.7769403458	4.1501770020	6.2049713135
504	20.1200000000	0.0082198074	0.0062435057	0.0090794573	0.0078367391	0.6926040000	0.0766390000	0.0836630000	0.0000010000	0.5299180000	0.0020410000	0	0	4.7756400108	4.1471014023	6.1944026947
505	20.1600000000	0.0081764068	0.0062473333	0.0090794573	0.0078324275	1.3312920000	0.0769710000	0.0665600000	0.0629410000	0.5273080000	0.5971640000	0	0	4.7716178894	4.1452145576	6.1814746857
506	20.2000000000	0.0083982889	0.0062515842	0.0090794573	0.0078291006	0.6670260000	0.0765680000	0.0588740000	0.0000010000	0.5291370000	0.0020740000	0	0	4.7708940506	4.1480207443	6.1724901199
507	20.2400000000	0.0084267203	0.0062558744	0.0090794573	0.0078277061	0.7217320000	0.0767370000	0.0558740000	0.0621100000	0.5244540000	0.0022020000	0	0	4.7710804939	4.1490349770	6.1611504555
